qtid,semester_en,semester_kor,chapter_order,chapter_name,genre_order,genre_name,genre_subtitle,1,2,3,4,5,total_output_question,1,2,3,4,5,total_input_question
HSU2-03-14,,4925656
HSU2-03-14,,4925657
HSU2-03-14,,4925659
HSU2-03-14,,3078569
HSU2-03-14,,3078570
HSU2-03-14,,3078571
HSU2-03-14,,3078572
HSU2-03-14,,2834153
HSU2-03-14,,2851490
HSU2-03-14,,2851492
HSU2-03-15,,4925660
HSU2-03-15,,4925661
HSU2-03-15,,4925662
HSU2-03-15,,3078573
HSU2-03-15,,3078574
HSU2-03-15,,3078575
HSU2-03-15,,3078576
HSU2-03-15,,2851499
HSU2-03-15,,2851500
HSU2-03-15,,2851510
HSU2-03-15,,2850044
HSU2-03-15,,2850046
HSU2-03-16,,4925633
HSU2-03-16,,4925634
HSU2-03-16,,4925635
HSU2-03-16,,4925636
HSU2-03-16,,3078581
HSU2-03-16,,3078582
HSU2-03-16,,3078583
HSU2-03-16,,3078584
HSU2-03-16,,2834158
HSU2-03-16,,2850048
HSU2-03-16,,2850049
HSU2-03-16,,2851511
HSU2-03-16,,2851513
HSU2-03-16,,2851515
HSU2-03-17,,4925663
HSU2-03-17,,4925664
HSU2-03-17,,4925665
HSU2-03-17,,4925666
HSU2-03-17,,3078589
HSU2-03-17,,3078590
HSU2-03-17,,3078591
HSU2-03-17,,3078592
HSU2-03-17,,2834154
HSU2-03-17,,2850045
HSU2-03-17,,2850047
HSU2-03-17,,2851494
HSU2-03-17,,2851497
HSU2-03-18,,4925667
HSU2-03-18,,4925668
HSU2-03-18,,4925669
HSU2-03-18,,4925671
HSU2-03-18,,3078577
HSU2-03-18,,3078578
HSU2-03-18,,3078579
HSU2-03-18,,3078580
HSU2-03-18,,2851482
HSU2-03-18,,2851484
HSU2-03-19,,3078593
HSU2-03-19,,3078594
HSU2-03-19,,3078595
HSU2-03-19,,4925672
HSU2-03-19,,4925673
HSU2-03-19,,4925674
HSU2-03-20,,4925678
HSU2-03-20,,4925679
HSU2-03-20,,3078585
HSU2-03-20,,3078586
HSU2-03-20,,2834159
HSU2-03-20,,2850050
HSU2-03-20,,2851517
HSU2-03-21,,4925680
HSU2-03-21,,4925681
HSU2-03-21,,4925682
HSU2-03-21,,3078587
HSU2-03-21,,3078588
HSU2-03-21,,2850051
HSU2-03-21,,2850052
HSU2-03-21,,2851519
HSU2-03-21,,2851521
HSU2-04-01,,4925740
HSU2-04-01,,4925741
HSU2-04-01,,4925742
HSU2-04-01,,4925743
HSU2-04-01,,3078730
HSU2-04-01,,3078731
HSU2-04-02,,4925744
HSU2-04-02,,4925746
HSU2-04-02,,4925748
HSU2-04-02,,3078732
HSU2-04-02,,3078733
HSU2-04-02,,2850081
HSU2-04-03,,4925749
HSU2-04-03,,4925750
HSU2-04-03,,4925751
HSU2-04-03,,4925752
HSU2-04-03,,4925753
HSU2-04-03,,4925754
HSU2-04-03,,3078734
HSU2-04-03,,3078735
HSU2-04-03,,3078736
HSU2-04-03,,3078737
HSU2-04-03,,2834297
HSU2-04-03,,2850075
HSU2-04-03,,2850077
HSU2-04-03,,2850082
HSU2-04-03,,2851548
HSU2-04-03,,2851552
HSU2-04-03,,2851553
HSU2-04-03,,2851555
HSU2-04-03,,2851556
HSU2-04-04,,4925755
HSU2-04-04,,4925756
HSU2-04-04,,4925757
HSU2-04-04,,4925758
HSU2-04-04,,3078738
HSU2-04-04,,3078739
HSU2-04-04,,3078740
HSU2-04-04,,3078741
HSU2-04-04,,2834299
HSU2-04-04,,2850076
HSU2-04-04,,2850079
HSU2-04-04,,2851547
HSU2-04-04,,2851551
HSU2-04-05,,4925759
HSU2-04-05,,4925761
HSU2-04-05,,4925762
HSU2-04-05,,4925763
HSU2-04-05,,3078742
HSU2-04-05,,3078743
HSU2-04-05,,3078744
HSU2-04-05,,2834300
HSU2-04-05,,2850080
HSU2-04-05,,2851554
HSU2-04-06,,4925764
HSU2-04-06,,4925765
HSU2-04-06,,4925766
HSU2-04-06,,4925767
HSU2-04-06,,4925769
HSU2-04-06,,4925770
HSU2-04-06,,4925772
HSU2-04-06,,4925774
HSU2-04-06,,4925775
HSU2-04-06,,3078745
HSU2-04-06,,3078746
HSU2-04-06,,3078747
HSU2-04-06,,3078748
HSU2-04-06,,3078750
HSU2-04-06,,3078751
HSU2-04-06,,3078752
HSU2-04-06,,3078754
HSU2-04-06,,2834305
HSU2-04-06,,2834308
HSU2-04-06,,2850083
HSU2-04-06,,2850084
HSU2-04-06,,2850085
HSU2-04-06,,2851557
HSU2-04-06,,2851558
HSU2-04-06,,2851559
HSU2-04-06,,2851560
HSU2-04-06,,2851561
HSU2-04-07,,4925779
HSU2-04-07,,4925780
HSU2-04-07,,4925781
HSU2-04-07,,2850086
HSU2-04-07,,2851562
HSU2-04-08,,4925782
HSU2-04-08,,4925783
HSU2-04-08,,4925784
HSU2-04-08,,4925785
HSU2-04-08,,4925786
HSU2-04-08,,4925787
HSU2-04-08,,3078755
HSU2-04-08,,3078756
HSU2-04-08,,3078758
HSU2-04-08,,3078759
HSU2-04-08,,2834314
HSU2-04-08,,2850087
HSU2-04-08,,2850088
HSU2-04-08,,2850089
HSU2-04-08,,2850090
HSU2-04-08,,2851565
HSU2-04-08,,2851566
HSU2-04-08,,2851568
HSU2-04-08,,2851569
HSU2-04-08,,2851570
HSU2-04-08,,2851571
HSU2-04-09,,4925795
HSU2-04-09,,4925797
HSU2-04-09,,4925798
HSU2-04-09,,3078760
HSU2-04-09,,3078761
HSU2-04-09,,3078762
HSU2-04-09,,2834318
HSU2-04-09,,2850091
HSU2-04-09,,2850092
HSU2-04-09,,2850093
HSU2-04-09,,2851572
HSU2-04-09,,2851573
HSU2-04-09,,2851574
HSU2-04-10,,4925799
HSU2-04-10,,4925800
HSU2-04-10,,4925801
HSU2-04-10,,4925802
HSU2-04-11,,4925804
HSU2-04-11,,4925805
HSU2-04-11,,4925806
HSU2-04-11,,4925808
HSU2-04-11,,4925812
HSU2-04-11,,4925813
HSU2-04-11,,3078763
HSU2-04-11,,3078764
HSU2-04-11,,3078765
HSU2-04-11,,3078766
HSU2-04-11,,3078767
HSU2-04-11,,3078768
HSU2-04-12,,4925814
HSU2-04-12,,4925815
HSU2-04-12,,4925816
HSU2-04-12,,3078769
HSU2-04-12,,3078770
HSU2-04-12,,3078771
HSU2-04-13,,4925817
HSU2-04-13,,4925818
HSU2-04-13,,4925820
HSU2-04-13,,4925821
HSU2-04-13,,4925822
HSU2-04-13,,3078772
HSU2-04-13,,3078773
HSU2-04-13,,3078774
HSU2-04-13,,2834319
HSU2-04-13,,2850094
HSU2-04-13,,2850095
HSU2-04-13,,2850097
HSU2-04-13,,2851575
HSU2-04-13,,2851576
HSU2-04-13,,2851577
HSU2-04-14,,4925825
HSU2-04-14,,4925826
HSU2-04-14,,4925827
HSU2-04-14,,4925829
HSU2-04-14,,4925830
HSU2-04-14,,4925831
HSU2-04-14,,4925832
HSU2-04-14,,4925833
HSU2-04-14,,4925834
HSU2-04-14,,4925835
HSU2-04-14,,3078775
HSU2-04-14,,3078776
HSU2-04-14,,3078778
HSU2-04-14,,3078779
HSU2-04-14,,3078780
HSU2-04-14,,3078781
HSU2-04-14,,2834324
HSU2-04-14,,2850098
HSU2-04-14,,2850099
HSU2-04-14,,2850102
HSU2-04-14,,2851578
HSU2-04-14,,2851579
HSU2-04-14,,2851580
HSU2-04-14,,2851581
HSU2-04-14,,2851582
HSU2-04-14,,2851583
HSU2-04-15,,4925776
HSU2-04-15,,4925777
HSU2-04-15,,4925778
HSU2-04-15,,3078782
HSU2-04-15,,3078784
HSU2-04-15,,3078785
HSU2-04-15,,3078787
HSU2-04-16,,4925788
HSU2-04-16,,4925789
HSU2-04-16,,4925791
HSU2-04-16,,4925793
HSU2-04-16,,3078788
HSU2-04-16,,3078789
HSU2-04-16,,3078790
HSU2-05-01,,4925890
HSU2-05-01,,4925891
HSU2-05-01,,4925892
HSU2-05-01,,4925893
HSU2-05-01,,3079007
HSU2-05-01,,3079008
HSU2-05-01,,3079009
HSU2-05-01,,3079010
HSU2-05-01,,2851591
HSU2-05-01,,2851592
HSU2-05-01,,2851593
HSU2-05-01,,2834325
HSU2-05-01,,2850137
HSU2-05-02,,4925894
HSU2-05-02,,4925895
HSU2-05-02,,4925896
HSU2-05-02,,4925897
HSU2-05-02,,4925898
HSU2-05-02,,4925899
HSU2-05-02,,3079011
HSU2-05-02,,3079012
HSU2-05-02,,3079013
HSU2-05-02,,3079014
HSU2-05-02,,3079015
HSU2-05-02,,3079016
HSU2-05-02,,2850143
HSU2-05-02,,2851596
HSU2-05-02,,2851597
HSU2-05-02,,2851599
HSU2-05-03,,4925900
HSU2-05-03,,4925901
HSU2-05-03,,4925902
HSU2-05-03,,4925903
HSU2-05-03,,3079017
HSU2-05-03,,3079018
HSU2-05-03,,3079019
HSU2-05-03,,3079020
HSU2-05-03,,2851598
HSU2-05-04,,4925905
HSU2-05-04,,4925906
HSU2-05-04,,4925908
HSU2-05-04,,2851594
HSU2-05-04,,2851595
HSU2-05-04,,2850140
HSU2-05-05,,4925909
HSU2-05-05,,4925910
HSU2-05-05,,4925912
HSU2-05-05,,4925913
HSU2-05-05,,4925916
HSU2-05-05,,3079021
HSU2-05-05,,3079022
HSU2-05-05,,3079023
HSU2-05-05,,2850149
HSU2-05-05,,2851600
HSU2-05-05,,2851601
HSU2-05-06,,4925917
HSU2-05-06,,4925918
HSU2-05-06,,4925919
HSU2-05-06,,4925920
HSU2-05-06,,4925921
HSU2-05-06,,4925923
HSU2-05-06,,3079025
HSU2-05-06,,3079026
HSU2-05-06,,3079027
HSU2-05-06,,3079028
HSU2-05-06,,2834331
HSU2-05-06,,2850150
HSU2-05-06,,2850151
HSU2-05-06,,2850152
HSU2-05-06,,2851604
HSU2-05-06,,2851605
HSU2-05-06,,2851606
HSU2-05-06,,2851607
HSU2-05-07,,4925924
HSU2-05-07,,4925925
HSU2-05-07,,4925926
HSU2-05-07,,4925927
HSU2-05-07,,4925929
HSU2-05-07,,4925931
HSU2-05-07,,3079024
HSU2-05-07,,2851602
HSU2-05-07,,2851603
HSU2-05-08,,4925932
HSU2-05-08,,4925934
HSU2-05-08,,4925935
HSU2-05-08,,3079079
HSU2-05-08,,3079080
HSU2-05-09,,4925937
HSU2-05-09,,4925938
HSU2-05-09,,4925939
HSU2-05-09,,4925940
HSU2-05-09,,4925941
HSU2-05-09,,3079034
HSU2-05-09,,3079035
HSU2-05-09,,3079036
HSU2-05-09,,2834350
HSU2-05-09,,2850153
HSU2-05-09,,2850154
HSU2-05-09,,2851608
HSU2-05-09,,2851609
HSU2-05-09,,2851610
HSU2-05-09,,2851611
HSU2-05-10,,4925942
HSU2-05-10,,4925943
HSU2-05-10,,4925944
HSU2-05-10,,4925945
HSU2-05-10,,4925946
HSU2-05-10,,4925947
HSU2-05-10,,3079037
HSU2-05-10,,3079038
HSU2-05-10,,3079039
HSU2-05-10,,3079040
HSU2-05-10,,3079041
HSU2-05-10,,3079081
HSU2-05-10,,3079082
HSU2-05-10,,2851612
HSU2-05-10,,2851613
HSU2-05-11,,4925948
HSU2-05-11,,4925949
HSU2-05-11,,4925950
HSU2-05-11,,3079042
HSU2-05-11,,3079043
HSU2-05-11,,3079044
HSU2-05-11,,3079045
HSU2-05-11,,2834353
HSU2-05-11,,2850162
HSU2-05-11,,2850167
HSU2-05-11,,2851614
HSU2-05-12,,4925951
HSU2-05-12,,4925952
HSU2-05-12,,4925953
HSU2-05-12,,3079046
HSU2-05-12,,3079047
HSU2-05-12,,3079048
HSU2-05-12,,2834354
HSU2-05-12,,2850164
HSU2-05-12,,2851615
HSU2-05-12,,2851616
HSU2-05-13,,4925954
HSU2-05-13,,4925955
HSU2-05-13,,4925956
HSU2-05-13,,3079049
HSU2-05-13,,3079050
HSU2-05-13,,3079051
HSU2-05-13,,2834355
HSU2-05-13,,2850172
HSU2-05-13,,2850176
HSU2-05-13,,2851617
HSU2-05-13,,2851618
HSU2-05-13,,2851619
HSU2-05-14,,4925960
HSU2-05-14,,4925961
HSU2-05-14,,3079052
HSU2-05-14,,3079053
HSU2-05-14,,2834356
HSU2-05-14,,2850183
HSU2-05-14,,2851620
HSU2-05-15,,4925963
HSU2-05-15,,4925988
HSU2-05-15,,4925964
HSU2-05-15,,3079054
HSU2-05-15,,3079055
HSU2-05-15,,2834358
HSU2-05-15,,2850184
HSU2-05-15,,2851621
HSU2-05-15,,2851622
HSU2-05-16,,4925965
HSU2-05-16,,4925966
HSU2-05-16,,4925967
HSU2-05-16,,4925968
HSU2-05-16,,4925969
HSU2-05-16,,4925970
HSU2-05-16,,3079056
HSU2-05-16,,3079057
HSU2-05-16,,3079059
HSU2-05-16,,3079061
HSU2-05-16,,2834359
HSU2-05-16,,2834360
HSU2-05-16,,2850185
HSU2-05-16,,2850186
HSU2-05-16,,2850187
HSU2-05-16,,2850188
HSU2-05-16,,2851623
HSU2-05-16,,2851624
HSU2-05-16,,2851625
HSU2-05-16,,2851626
HSU2-05-17,,4925971
HSU2-05-17,,4925972
HSU2-05-17,,4925973
HSU2-05-17,,4925974
HSU2-05-17,,4925975
HSU2-05-17,,3079063
HSU2-05-17,,3079064
HSU2-05-17,,3079065
HSU2-05-17,,3079068
HSU2-05-17,,2834376
HSU2-05-17,,2850195
HSU2-05-17,,2850196
HSU2-05-17,,2850197
HSU2-05-17,,2851627
HSU2-05-17,,2851628
HSU2-05-17,,2851629
HSU2-05-18,,3079074
HSU2-05-19,,4925976
HSU2-05-19,,4925977
HSU2-05-19,,4925978
HSU2-05-19,,4925979
HSU2-05-19,,4925980
HSU2-05-19,,4925981
HSU2-05-19,,2834377
HSU2-05-19,,2850198
HSU2-05-19,,2850199
HSU2-05-19,,2851630
HSU2-05-19,,2851631
HSU2-05-19,,2851632
HSU2-05-19,,2851633
HSU2-05-19,,2851634
HSU2-05-19,,2851635
HSU2-05-19,,3079072
HSU2-05-19,,3079078
HSU2-05-19,,3079071
HSU2-05-19,,3079076
HSU2-05-20,,4925982
HSU2-05-20,,4925983
HSU2-05-20,,2834378
HSU2-05-20,,2850200
HSU2-05-20,,2850201
HSU2-05-20,,2851636
HSU2-05-20,,2851637
HSU2-05-20,,2851638
HSU2-05-20,,3079075
HSU2-06-01,,4926395
HSU2-06-01,,4926397
HSU2-06-01,,4926399
HSU2-06-01,,4926400
HSU2-06-01,,4926401
HSU2-06-01,,4926402
HSU2-06-01,,3079204
HSU2-06-01,,3079205
HSU2-06-01,,3079206
HSU2-06-01,,3079207
HSU2-06-01,,2851652
HSU2-06-01,,2851653
HSU2-06-01,,2851654
HSU2-06-01,,2851659
HSU2-06-01,,2851660
HSU2-06-01,,2851661
HSU2-06-01,,2834386
HSU2-06-01,,2834387
HSU2-06-01,,2850224
HSU2-06-01,,2851655
HSU2-06-01,,2851656
HSU2-06-01,,2851657
HSU2-06-02,,4926403
HSU2-06-02,,4926404
HSU2-06-02,,4926406
HSU2-06-02,,4926408
HSU2-06-02,,4926410
HSU2-06-02,,3079208
HSU2-06-02,,3079209
HSU2-06-02,,3079210
HSU2-06-02,,3079211
HSU2-06-02,,2834388
HSU2-06-02,,2850226
HSU2-06-02,,2851662
HSU2-06-02,,2851663
HSU2-06-02,,2851664
HSU2-06-03,,4926412
HSU2-06-03,,4926413
HSU2-06-03,,4926414
HSU2-06-03,,4926415
HSU2-06-03,,4926416
HSU2-06-03,,4926417
HSU2-06-03,,3079212
HSU2-06-03,,3079213
HSU2-06-03,,3079214
HSU2-06-03,,3079215
HSU2-06-04,,4926418
HSU2-06-04,,4926419
HSU2-06-04,,4926421
HSU2-06-04,,4926422
HSU2-06-04,,3079216
HSU2-06-04,,3079217
HSU2-06-04,,3079218
HSU2-06-04,,3079219
HSU2-06-04,,2850225
HSU2-06-05,,4926423
HSU2-06-05,,4926425
HSU2-06-05,,2851658
HSU2-06-06,,4926426
HSU2-06-06,,4926427
HSU2-06-06,,4926429
HSU2-06-06,,4926431
HSU2-06-06,,4926433
HSU2-06-06,,4926434
HSU2-06-06,,4926435
HSU2-06-06,,3079224
HSU2-06-06,,3079225
HSU2-06-06,,3079229
HSU2-06-06,,3079230
HSU2-06-06,,3079231
HSU2-06-06,,3079232
HSU2-06-06,,2834390
HSU2-06-06,,2834391
HSU2-06-06,,2850230
HSU2-06-06,,2850231
HSU2-06-06,,2850232
HSU2-06-06,,2851669
HSU2-06-06,,2851670
HSU2-06-06,,2851671
HSU2-06-06,,2851672
HSU2-06-06,,2851673
HSU2-06-06,,2851674
HSU2-06-06,,2851675
HSU2-06-06,,4926439
HSU2-06-06,,4926440
HSU2-06-06,,4926441
HSU2-06-07,,4926436
HSU2-06-07,,4926437
HSU2-06-07,,3079220
HSU2-06-07,,3079221
HSU2-06-07,,3079222
HSU2-06-07,,3079223
HSU2-06-07,,2834389
HSU2-06-07,,2850227
HSU2-06-07,,2850228
HSU2-06-07,,2850229
HSU2-06-07,,2851665
HSU2-06-07,,2851666
HSU2-06-07,,2851667
HSU2-06-07,,2851668
HSU2-06-07,,2851676
HSU2-06-07,,2851677
HSU2-06-07,,2851678
HSU2-06-07,,4926438
HSU2-06-08,,4926442
HSU2-06-08,,4926443
HSU2-06-08,,4926444
HSU2-06-08,,4926445
HSU2-06-08,,4926446
HSU2-06-08,,4926447
HSU2-06-08,,2851679
HSU2-06-08,,2851680
HSU2-06-08,,2851681
HSU2-06-08,,2851682
HSU2-06-08,,3079233
HSU2-06-08,,3079234
HSU2-06-08,,3079235
HSU2-06-08,,3079237
HSU2-06-08,,3079239
HSU2-06-08,,3079243
HSU2-06-08,,2850235
HSU2-06-08,,2850236
HSU2-06-09,,4926448
HSU2-06-09,,4926450
HSU2-06-09,,3079240
HSU2-06-09,,3079242
HSU2-06-10,,4926688
HSU2-06-10,,4926689
HSU2-06-10,,4926691
HSU2-06-10,,4926693
HSU2-06-10,,4926694
HSU2-06-10,,4926695
HSU2-06-10,,3079245
HSU2-06-10,,3079247
HSU2-06-10,,3079249
HSU2-06-11,,4926696
HSU2-06-11,,4926697
HSU2-06-11,,4926698
HSU2-06-11,,3079250
HSU2-06-11,,3079251
HSU2-06-11,,3079252
HSU2-06-11,,2850241
HSU2-06-11,,2851687
HSU2-06-12,,4926468
HSU2-06-12,,4926469
HSU2-06-12,,4926471
HSU2-06-12,,3079253
HSU2-06-12,,3079254
HSU2-06-12,,3079255
HSU2-06-12,,2850242
HSU2-06-12,,2851685
HSU2-06-12,,2851686
HSU2-06-13,,4926472
HSU2-06-13,,4926473
HSU2-06-13,,3079270
HSU2-06-13,,3079271
HSU2-06-13,,2834394
HSU2-06-13,,2850237
HSU2-06-13,,2851683
HSU2-06-14,,4926474
HSU2-06-14,,4926475
HSU2-06-14,,4926477
HSU2-06-14,,4926478
HSU2-06-14,,3079272
HSU2-06-14,,3079274
HSU2-06-14,,2850238
HSU2-06-14,,2851684
HSU2-06-15,,4926479
HSU2-06-15,,4926480
HSU2-06-15,,2851688
HSU2-06-15,,2851689
HSU2-06-15,,2851690
HSU2-06-15,,3079256
HSU2-06-15,,3079266
HSU2-06-15,,2834399
HSU2-06-15,,2850255
HSU2-06-16,,4926481
HSU2-06-16,,4926482
HSU2-06-16,,4926483
HSU2-06-16,,4926484
HSU2-06-16,,4926485
HSU2-06-16,,4926486
HSU2-06-16,,2851691
HSU2-06-16,,2851692
HSU2-06-16,,2851693
HSU2-06-16,,2851694
HSU2-06-16,,2851695
HSU2-06-16,,2851696
HSU2-06-16,,3079258
HSU2-06-16,,3079260
HSU2-06-16,,3079262
HSU2-06-16,,3079264
HSU2-06-16,,3079268
HSU2-06-16,,2850258
HSU2-07-01,,4926535
HSU2-07-01,,4926536
HSU2-07-01,,4926537
HSU2-07-01,,4926538
HSU2-07-01,,3080027
HSU2-07-01,,3080028
HSU2-07-01,,3080029
HSU2-07-01,,3080030
HSU2-07-01,,2851717
HSU2-07-01,,2851718
HSU2-07-01,,2851719
HSU2-07-01,,2851720
HSU2-07-01,,2848846
HSU2-07-01,,2850280
HSU2-07-01,,2850281
HSU2-07-01,,2850282
HSU2-07-01,,2850283
HSU2-07-02,,4926539
HSU2-07-02,,4926540
HSU2-07-02,,4926541
HSU2-07-02,,2851724
HSU2-07-02,,2851725
HSU2-07-02,,2851726
HSU2-07-02,,2851727
HSU2-07-02,,3080031
HSU2-07-02,,3080032
HSU2-07-02,,2848848
HSU2-07-02,,2850285
HSU2-07-02,,2850286
HSU2-07-03,,4926542
HSU2-07-03,,4926543
HSU2-07-03,,4926544
HSU2-07-03,,4926545
HSU2-07-03,,2851721
HSU2-07-03,,2851722
HSU2-07-03,,2851723
HSU2-07-03,,3080033
HSU2-07-03,,3080034
HSU2-07-03,,3080035
HSU2-07-03,,3080036
HSU2-07-03,,3080037
HSU2-07-03,,2848847
HSU2-07-03,,2850284
HSU2-07-03,,2850287
HSU2-07-04,,4926546
HSU2-07-04,,4926547
HSU2-07-04,,3080038
HSU2-07-04,,3080039
HSU2-07-04,,3080040
HSU2-07-05,,4926548
HSU2-07-05,,4926549
HSU2-07-05,,4926550
HSU2-07-05,,3080041
HSU2-07-05,,3080042
HSU2-07-05,,3080043
HSU2-07-05,,3080044
HSU2-07-05,,2851728
HSU2-07-05,,2851729
HSU2-07-05,,2851730
HSU2-07-05,,2851731
HSU2-07-05,,2848850
HSU2-07-05,,2848852
HSU2-07-05,,2848855
HSU2-07-05,,2848863
HSU2-07-05,,2850290
HSU2-07-05,,2850291
HSU2-07-05,,2850292
HSU2-07-05,,2850293
HSU2-07-06,,4926551
HSU2-07-06,,4926552
HSU2-07-06,,4926553
HSU2-07-06,,4926554
HSU2-07-06,,3080045
HSU2-07-06,,3080046
HSU2-07-06,,3080047
HSU2-07-06,,3080048
HSU2-07-06,,2851732
HSU2-07-06,,2851733
HSU2-07-06,,2851734
HSU2-07-06,,2848867
HSU2-07-06,,2848869
HSU2-07-06,,2850294
HSU2-07-06,,2850295
HSU2-07-06,,2850296
HSU2-07-06,,2850297
HSU2-07-07,,4926555
HSU2-07-07,,4926556
HSU2-07-07,,4926557
HSU2-07-07,,4926558
HSU2-07-07,,2851743
HSU2-07-07,,2851744
HSU2-07-07,,2851745
HSU2-07-07,,2851746
HSU2-07-07,,2848876
HSU2-07-07,,2850299
HSU2-07-07,,2850300
HSU2-07-07,,3080049
HSU2-07-07,,3080050
HSU2-07-07,,3080051
HSU2-07-07,,3080052
HSU2-07-07,,3080053
HSU2-07-08,,4926559
HSU2-07-08,,4926560
HSU2-07-08,,4926561
HSU2-07-08,,3080055
HSU2-07-08,,3080056
HSU2-07-08,,3080057
HSU2-07-08,,3080058
HSU2-07-08,,2851740
HSU2-07-08,,2851741
HSU2-07-08,,2851742
HSU2-07-09,,4926563
HSU2-07-09,,4926564
HSU2-07-09,,4926565
HSU2-07-09,,4926566
HSU2-07-09,,3080059
HSU2-07-09,,3080060
HSU2-07-09,,3080061
HSU2-07-09,,3080062
HSU2-07-09,,2851735
HSU2-07-09,,2851736
HSU2-07-09,,2851737
HSU2-07-10,,4926567
HSU2-07-10,,4926568
HSU2-07-10,,4926569
HSU2-07-10,,4926571
HSU2-07-10,,3080063
HSU2-07-10,,3080064
HSU2-07-10,,3080065
HSU2-07-11,,4926572
HSU2-07-11,,4926573
HSU2-07-11,,4926574
HSU2-07-11,,3080066
HSU2-07-11,,3080067
HSU2-07-11,,3080068
HSU2-07-11,,2851747
HSU2-07-11,,2851748
HSU2-07-11,,2851749
HSU2-07-12,,4926575
HSU2-07-12,,4926576
HSU2-07-12,,4926577
HSU2-07-12,,4926578
HSU2-07-12,,4926579
HSU2-07-12,,3080069
HSU2-07-12,,3080070
HSU2-07-12,,3080071
HSU2-07-12,,3080072
HSU2-07-12,,3080073
HSU2-07-12,,3080074
HSU2-07-12,,2851750
HSU2-07-12,,2851751
HSU2-07-12,,2851752
HSU2-08-01,,4926632
HSU2-08-01,,4926633
HSU2-08-01,,4926634
HSU2-08-01,,4926635
HSU2-08-01,,4926636
HSU2-08-01,,4926637
HSU2-08-01,,3080204
HSU2-08-01,,3080205
HSU2-08-01,,3080207
HSU2-08-01,,2848886
HSU2-08-01,,2848890
HSU2-08-01,,2848893
HSU2-08-01,,2848895
HSU2-08-01,,2850316
HSU2-08-01,,2850317
HSU2-08-01,,2850318
HSU2-08-01,,2850319
HSU2-08-01,,2850320
HSU2-08-01,,2851770
HSU2-08-01,,2851771
HSU2-08-01,,2851772
HSU2-08-01,,2851773
HSU2-08-02,,4926638
HSU2-08-02,,4926640
HSU2-08-02,,4926641
HSU2-08-02,,4926642
HSU2-08-02,,3080208
HSU2-08-02,,3080210
HSU2-08-02,,3080211
HSU2-08-02,,3080212
HSU2-08-03,,4926643
HSU2-08-03,,4926644
HSU2-08-03,,4926645
HSU2-08-03,,4926646
HSU2-08-03,,3080217
HSU2-08-03,,3080218
HSU2-08-03,,3080219
HSU2-08-03,,3080220
HSU2-08-03,,2848995
HSU2-08-03,,2849001
HSU2-08-03,,2850321
HSU2-08-03,,2850322
HSU2-08-03,,2850323
HSU2-08-03,,2851774
HSU2-08-03,,2851775
HSU2-08-03,,2851776
HSU2-08-03,,2851777
HSU2-08-04,,4926647
HSU2-08-04,,4926648
HSU2-08-04,,4926649
HSU2-08-04,,4926650
HSU2-08-04,,4926651
HSU2-08-04,,3080221
HSU2-08-04,,3080222
HSU2-08-04,,3080223
HSU2-08-04,,3080224
HSU2-08-04,,2849015
HSU2-08-04,,2849018
HSU2-08-04,,2850324
HSU2-08-04,,2850325
HSU2-08-04,,2850326
HSU2-08-04,,2851778
HSU2-08-04,,2851779
HSU2-08-04,,2851781
HSU2-08-04,,2851783
HSU2-08-05,,4926652
HSU2-08-05,,4926653
HSU2-08-05,,4926654
HSU2-08-05,,4926655
HSU2-08-05,,3080225
HSU2-08-05,,3080226
HSU2-08-05,,2851785
HSU2-08-05,,2851786
HSU2-08-05,,2851788
HSU2-08-05,,2849019
HSU2-08-05,,2850327
HSU2-08-05,,2850328
HSU2-08-06,,4926656
HSU2-08-06,,4926658
HSU2-08-06,,4926659
HSU2-08-06,,4926660
HSU2-08-06,,4926661
HSU2-08-06,,4926663
HSU2-08-06,,3080227
HSU2-08-06,,3080228
HSU2-08-06,,3080229
HSU2-08-06,,3080230
HSU2-08-06,,3080231
HSU2-08-06,,3080232
HSU2-08-06,,2851789
HSU2-08-06,,2851792
HSU2-08-06,,2851795
HSU2-08-06,,2851796
HSU2-08-06,,2850329
HSU2-08-06,,2850330
HSU2-08-06,,2850331
HSU2-08-06,,2850332
HSU2-08-07,,4926664
HSU2-08-07,,4926665
HSU2-08-07,,4926666
HSU2-08-07,,4926667
HSU2-08-07,,4926668
HSU2-08-07,,3080233
HSU2-08-07,,3080234
HSU2-08-07,,3080235
HSU2-08-07,,3080236
HSU2-08-07,,2849343
HSU2-08-07,,2849345
HSU2-08-07,,2850391
HSU2-08-07,,2850392
HSU2-08-07,,2850393
HSU2-08-07,,2851847
HSU2-08-07,,2851848
HSU2-08-07,,2851849
HSU2-08-07,,2851850
HSU2-08-08,,4926669
HSU2-08-08,,4926670
HSU2-08-08,,4926671
HSU2-08-08,,4926672
HSU2-08-08,,3080237
HSU2-08-08,,3080238
HSU2-08-08,,3080239
HSU2-08-09,,4926673
HSU2-08-09,,4926674
HSU2-08-09,,4926675
HSU2-08-09,,4926676
HSU2-08-09,,4926677
HSU2-08-09,,4926678
HSU2-08-09,,3080240
HSU2-08-09,,3080241
HSU2-08-09,,3080242
HSU2-08-09,,3080243
HSU2-08-09,,3080244
HSU2-08-09,,2849023
HSU2-08-09,,2850333
HSU2-08-09,,2850334
HSU2-08-09,,2850335
HSU2-08-09,,2850336
HSU2-08-09,,2851797
